Dataset,SBS1_Late,SBS3_Late,SBS1_Early,SBS3_Early
PCAWG,11.462311074224289,225.53676711445496,101.13467851024663,1096.5702210057825
PCAWG,74.03196847401763,952.427455039476,73.38388139137535,649.4743857957403
PCAWG,53.554911539999516,214.76650003109015,29.49041601292053,21.626022292460135
INFORM,53.8207551200925,553.0873417100462,92.28336717448752,1133.227780976284
INFORM,54.56781702823295,709.481418996572,31.398506692091853,343.91806908106827
INFORM,35.95872791842207,538.6804647595334,42.83826271763386,551.3300076318294
INFORM,84.93451201282699,1998.756737004922,20.987437479800267,177.4595337648105
INFORM,45.29772111860862,867.9600669933072,12.810034541999098,170.36746386029967
INFORM,80.79959762365397,1437.9149078725893,18.274850791127193,138.2800336294239
INFORM,41.23037601393767,988.7985819442209,33.00182946868205,221.30991679403712
INFORM,29.641158679494076,562.6066950704421,52.37326966127718,603.0118043946891
